Iadj0,Iadj1,Iadj2,Iadj3,lmdaAdj0,lmdaAdj1,lmdaAdj2,lmdaAdj3,resL0,resL1,resL2,resL3,resS0,resS1,resS2,resS3,jac0,jac1,jac2,jac3,varName0,varName1,varName2,varName3,xVal0,xVal1,xVal2,xVal3,serVal0,serVal1,serVal2,serVal3,indx0,indx1,indx2,indx3,scenario_0,scenario_1,scenario_2,scenario_3,connect_0,flow_0,flow_1,flow_2,flow_3,hoihab_0,hoihab_1,hoihab_2,hoihab_3,hoihab_4,hoihab_5,hoihab_6,hoihab_7,hoihab_8,hoihab_9,hoihab_10,hoihab_11,hoihab_12,hoihab_13,hoihab_14,hoihab_15,hoiloss_0,hoiloss_1,hoiloss_2,hoiloss_3,hoiloss_4,hoiloss_5,hoiloss_6,hoiloss_7,hoiloss_8,hoiloss_9,hoiloss_10,hoiloss_11,hoiloss_12,hoiloss_13,hoiloss_14,hoiloss_15,hoidrec_0,hoidrec_1,hoidrec_2,hoidrec_3,hoidrec_4,hoidrec_5,hoidrec_6,hoidrec_7,hoidrec_8,hoidrec_9,hoidrec_10,hoidrec_11,hoidrec_12,hoidrec_13,hoidrec_14,hoidrec_15,hoitroph_0,hoitroph_1,hoitroph_2,hoitroph_3,hoitroph_4,hoitroph_5,hoitroph_6,hoitroph_7,hoitroph_8,hoitroph_9,hoitroph_10,hoitroph_11,hoitroph_12,hoitroph_13,hoitroph_14,hoitroph_15,troph_0,troph_1,troph_2,troph_3,troph_4,troph_5,troph_6,troph_7,troph_8,troph_9,troph_10,troph_11,troph_12,troph_13,troph_14,troph_15,eta_0,eg_0
0,0,0,0,1,1,1,1,42,0,0,0,2,0,0,0,1,1,1,1,eta,eg,0,0,0.01,3.9,0.0,0.0,1.0,0.1,0.0,0.0,2,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0
