Iadj0,Iadj1,Iadj2,lmdaAdj0,lmdaAdj1,lmdaAdj2,resL0,resL1,resL2,resS0,resS1,resS2,jac0,jac1,jac2,varName0,varName1,varName2,xVal0,xVal1,xVal2,serVal0,serVal1,serVal2,indx0,indx1,indx2,scenario_0,connect_0,flow_0,flow_1,flow_2,hoihab_0,hoihab_1,hoihab_2,hoihab_3,hoihab_4,hoihab_5,hoihab_6,hoihab_7,hoihab_8,hoiloss_0,hoiloss_1,hoiloss_2,hoiloss_3,hoiloss_4,hoiloss_5,hoiloss_6,hoiloss_7,hoiloss_8,hoidrec_0,hoidrec_1,hoidrec_2,hoidrec_3,hoidrec_4,hoidrec_5,hoidrec_6,hoidrec_7,hoidrec_8,hoitroph_0,hoitroph_1,hoitroph_2,hoitroph_3,hoitroph_4,hoitroph_5,hoitroph_6,hoitroph_7,hoitroph_8,troph_0,troph_1,troph_2,troph_3,troph_4,troph_5,troph_6,troph_7,troph_8,eta_0,eg_0
0,0,1,1,1,1,72,0,0,1,0,0,1,1,1,eta,eg,0,0.01,4.0,0.0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.01,1.0
